Country or Area,Year,Quantity
Philippines,1992,3800
Philippines,1991,3645
Philippines,1990,3992
Poland,2014,3659
Poland,2013,3408
Poland,2012,3430
Poland,2011,3391
Poland,2010,3123
Poland,2009,2599
Poland,2008,2758
Poland,2007,2831
Poland,2006,2824
Poland,2005,2537
Poland,2004,2754
Poland,2003,3253
Poland,2002,3325
Poland,2001,3424
Poland,2000,3558
Poland,1999,3654
Poland,1998,3705
Poland,1997,3458
Poland,1996,3467
Poland,1995,3452
Poland,1994,3259
Poland,1993,3340
Poland,1992,2983
Poland,1991,3480
Poland,1990,3631
Portugal,2014,2498
Portugal,2013,2461
Portugal,2012,2740
Portugal,2011,2534
Portugal,2010,2199
Portugal,2009,1976
Portugal,2008,2783
Portugal,2007,2622
Portugal,2006,2920
Portugal,2005,3062
Portugal,2004,2969
Portugal,2003,2388
Portugal,2002,2358
Portugal,2001,2703
Portugal,2000,3000
Portugal,1999,3141
Portugal,1998,3185
Portugal,1997,3023
Portugal,1996,3116
Portugal,1995,3765
Portugal,1994,3855
Portugal,1993,3807
Portugal,1992,4220
Portugal,1991,3438
Portugal,1990,3816
Qatar,2014,245
Qatar,2013,384
Qatar,2012,321
Qatar,2011,224
Qatar,2010,305
Qatar,2009,238
Qatar,2008,213
Qatar,2007,410
Qatar,2006,734
Qatar,2005,361
Qatar,2004,627
Qatar,2003,429
Qatar,2002,755
Qatar,2001,674
Qatar,2000,940
Qatar,1999,1014
Qatar,1998,983
Qatar,1997,899
Qatar,1996,1009
Qatar,1995,898
Qatar,1994,932
Qatar,1993,850
Qatar,1992,1016
Qatar,1991,943
Qatar,1990,1003
Republic of Moldova,2014,16
Republic of Moldova,2013,16
Republic of Moldova,2012,12
Republic of Moldova,2011,10
Republic of Moldova,2010,12
Republic of Moldova,2009,16
Republic of Moldova,2008,7
Republic of Moldova,2007,5
Republic of Moldova,2006,2
Republic of Moldova,2005,3
Republic of Moldova,2004,0
Republic of Moldova,2003,1
Romania,2014,321
Romania,2013,364
Romania,2012,562
Romania,2011,722
Romania,2010,764
Romania,2009,883
Romania,2008,1168
Romania,2007,1186
Romania,2006,1303
Romania,2005,1707
Romania,2004,1559
Romania,2003,1562
Romania,2002,1700
Romania,2001,1797
Romania,2000,1433
Romania,1999,1825
Romania,1998,1941
Romania,1997,2079
Romania,1996,2402
Romania,1995,2984
Romania,1994,3376
Romania,1993,3711
Romania,1992,3855
Romania,1991,5239
Romania,1990,8384
Russian Federation,2014,82109
Russian Federation,2013,77993
Russian Federation,2012,75072
Russian Federation,2011,73640
Russian Federation,2010,74998
Russian Federation,2009,69573
Russian Federation,2008,69105
Russian Federation,2007,67690
Russian Federation,2006,65189
Russian Federation,2005,62365
Russian Federation,2004,57981
Russian Federation,2003,56377
Russian Federation,2002,58896
Russian Federation,2001,55575
Russian Federation,2000,53347
Russian Federation,1999,55516
Russian Federation,1998,57784
Russian Federation,1997,62155
Russian Federation,1996,63520
Russian Federation,1995,64480
Russian Federation,1994,69544
Russian Federation,1993,82095
Russian Federation,1992,89262
Saudi Arabia,2014,26378
Saudi Arabia,2013,24955
Saudi Arabia,2012,25282
Saudi Arabia,2011,22849
Saudi Arabia,2010,24411
Saudi Arabia,2009,27269
Saudi Arabia,2008,26183
Saudi Arabia,2007,26184
Saudi Arabia,2006,27177
Saudi Arabia,2005,26722
Saudi Arabia,2004,25944
Saudi Arabia,2003,25432
Saudi Arabia,2002,23676
Saudi Arabia,2001,25455
Saudi Arabia,2000,24616
Saudi Arabia,1999,24629
Saudi Arabia,1998,26495
Saudi Arabia,1997,24834
Saudi Arabia,1996,27114
Saudi Arabia,1995,23889
Saudi Arabia,1994,23440
Saudi Arabia,1993,25758
Saudi Arabia,1992,25884
Saudi Arabia,1991,22799
Saudi Arabia,1990,27768
Senegal,2014,179
Senegal,2013,171
Senegal,2012,205
Senegal,2011,175
Senegal,2010,131
Senegal,2009,191
Senegal,2008,243
Senegal,2007,188
Senegal,2006,100
Senegal,2005,279
Senegal,2004,327
Senegal,2003,316
Senegal,2002,255
Senegal,2001,231
Senegal,2000,237
Senegal,1999,227
Senegal,1998,229
Senegal,1997,251
Senegal,1996,227
Senegal,1995,226
Senegal,1994,226
Senegal,1993,225
Senegal,1992,224
Senegal,1991,221
Senegal,1990,218
Serbia,2014,366
Serbia,2013,395
Serbia,2012,472
Serbia,2011,542
Serbia,2010,691
Serbia,2009,626
Serbia,2008,572
Serbia,2007,796
Serbia,2006,674
Serbia,2005,801
Serbia and Montenegro,2004,853
Serbia and Montenegro,2003,919
Serbia and Montenegro,2002,839
Serbia and Montenegro,2001,691
Serbia and Montenegro,2000,341
Serbia and Montenegro,1999,325
Serbia and Montenegro,1998,608
Serbia and Montenegro,1997,959
Serbia and Montenegro,1996,563
Serbia and Montenegro,1995,365
Serbia and Montenegro,1994,347
Serbia and Montenegro,1993,465
Serbia and Montenegro,1992,500
Sierra Leone,1991,50
Sierra Leone,1990,48
Singapore,2014,2528
Singapore,2013,5445
Singapore,2012,4925
Singapore,2011,7017
Singapore,2010,6866
Singapore,2009,4800
Singapore,2008,8097
Singapore,2007,9814
Singapore,2006,10280
Singapore,2005,11104
Singapore,2004,10514
Singapore,2003,8864
Singapore,2002,8086
Singapore,2001,8163
Singapore,2000,8494
Singapore,1999,7760
Singapore,1998,12136
Singapore,1997,11699
Singapore,1996,11802
Singapore,1995,12011
Singapore,1994,13846
Singapore,1993,15249
Singapore,1992,13040
Singapore,1991,12940
Singapore,1990,12200
Slovakia,2014,489
Slovakia,2013,677
Slovakia,2012,616
Slovakia,2011,638
Slovakia,2010,692
Slovakia,2009,630
Slovakia,2008,512
Slovakia,2007,544
Slovakia,2006,654
Slovakia,2005,543
Slovakia,2004,585
Slovakia,2003,635
Slovakia,2002,675
Slovakia,2001,771
Slovakia,2000,507
Slovakia,1999,1129
Slovakia,1998,1153
Slovakia,1997,1042
Slovakia,1996,1064
Slovakia,1995,984
Slovakia,1994,1246
Slovakia,1993,1247
Slovakia,1992,1106
Slovenia,2000,42
Slovenia,1999,65
Slovenia,1998,78
Slovenia,1997,173
Slovenia,1996,121
Slovenia,1995,174
Slovenia,1994,92
Slovenia,1993,114
Slovenia,1992,106
Somalia,2007,0
Somalia,2006,25
Somalia,2005,25
Somalia,2004,25
Somalia,2003,20
Somalia,2002,20
Somalia,2001,20
Somalia,2000,8
Somalia,1999,5
Somalia,1998,6
Somalia,1997,7
Somalia,1996,8
Somalia,1995,9
Somalia,1994,10
Somalia,1993,11
Somalia,1992,12
Somalia,1991,13
Somalia,1990,14
South Africa,2014,3124
South Africa,2013,3355
South Africa,2012,3644
South Africa,2011,3060
South Africa,2010,3002
South Africa,2009,3692
South Africa,2008,3965
South Africa,2007,3465
South Africa,2006,4141
South Africa,2005,5046
South Africa,2004,4197
South Africa,2003,5162
South Africa,2002,8026
South Africa,2001,5131
South Africa,2000,5338
South Africa,1999,5349
South Africa,1998,3414
South Africa,1997,5165
South Africa,1996,3651
South Africa,1995,3589
South Africa,1994,3633
South Africa,1993,3014
South Africa,1992,2368
South Africa,1991,1878
South Africa,1990,1983
Spain,2014,4482
Spain,2013,5296
Spain,2012,6536
Spain,2011,7927
Spain,2010,8334
Spain,2009,9147
Spain,2008,9638
Spain,2007,9340
Spain,2006,9245
Spain,2005,9019
Spain,2004,9125
Spain,2003,10130
Spain,2002,12122
Spain,2001,11784
Spain,2000,13080
Spain,1999,14126
Spain,1998,15058
Spain,1997,13623
Spain,1996,12546
Spain,1995,13815
Spain,1994,14252
Spain,1993,14828
Spain,1992,16953
Spain,1991,15989
Spain,1990,14980
Sri Lanka,2014,641.21
Sri Lanka,2013,723.78
Sri Lanka,2012,648
Sri Lanka,2011,615
Sri Lanka,2010,686
Sri Lanka,2009,781
Sri Lanka,2008,732
Sri Lanka,2007,772
Sri Lanka,2006,766
Sri Lanka,2005,699
Sri Lanka,2004,786
Sri Lanka,2003,713
Sri Lanka,2002,774
Sri Lanka,2001,687
Sri Lanka,2000,736
Sri Lanka,1999,654
Sri Lanka,1998,742
Sri Lanka,1997,690
Sri Lanka,1996,775
Sri Lanka,1995,602
Sri Lanka,1994,657
Sri Lanka,1993,580
Sri Lanka,1992,498
Sri Lanka,1991,617
Sri Lanka,1990,605
Sudan,2014,403
Sudan,2013,253
Sudan,2012,398
Sudan (former),2011,629
Sudan (former),2010,675
Sudan (former),2009,817
Sudan (former),2008,718
Sudan (former),2007,661
Sudan (former),2006,562
Sudan (former),2005,411
Sudan (former),2004,422
Sudan (former),2003,328
Sudan (former),2002,290
Sudan (former),2001,249
Sudan (former),2000,305
Sudan (former),1999,249
Sudan (former),1998,331
Sudan (former),1997,462
Sudan (former),1996,288
Sudan (former),1995,308
Sudan (former),1994,280
Sudan (former),1993,130
Sudan (former),1992,280
Sudan (former),1991,314
Sudan (former),1990,304
Suriname,2014,961
Suriname,2013,928.9
Suriname,2012,865.1
Suriname,2011,843.1
Suriname,2010,778.8
Suriname,2009,820.3
Suriname,2008,833.7
Suriname,2007,763.2
Suriname,2006,672.6
Suriname,2005,605.1
Suriname,2004,572.5
Suriname,2003,600.7
Suriname,2002,630.6
Suriname,2001,314
Suriname,2000,258
Suriname,1999,0
Suriname,1998,0
Suriname,1997,0
Sweden,2014,3161
Sweden,2013,4124
Sweden,2012,5099
Sweden,2011,4970
Sweden,2010,5153
Sweden,2009,4426
Sweden,2008,4636
Sweden,2007,4246
Sweden,2006,5226
Sweden,2005,5576
Sweden,2004,5450
Sweden,2003,5170
Sweden,2002,5069
Sweden,2001,5919
Sweden,2000,6403
Sweden,1999,5673
Sweden,1998,5959
Sweden,1997,6230
Sweden,1996,5824
Sweden,1995,5477
Sweden,1994,5725
Sweden,1993,5975
Sweden,1992,5689
Sweden,1991,5307
Sweden,1990,5070
Switzerland,2014,394
Switzerland,2013,365
Switzerland,2012,275
Switzerland,2011,344
Switzerland,2010,377
Switzerland,2009,383
Switzerland,2008,596
Switzerland,2007,587
Switzerland,2006,583
Switzerland,2005,611
Switzerland,2004,701
Switzerland,2003,759
Switzerland,2002,743
Switzerland,2001,775
Switzerland,2000,754
Switzerland,1999,795
Switzerland,1998,709
Switzerland,1997,763
Switzerland,1996,896
Switzerland,1995,772
Switzerland,1994,842
Switzerland,1993,892
Switzerland,1992,860
Switzerland,1991,944
Switzerland,1990,504
Syrian Arab Republic,2014,2225
Syrian Arab Republic,2013,2225
Syrian Arab Republic,2012,3365
Syrian Arab Republic,2011,4741
Syrian Arab Republic,2010,4838
Syrian Arab Republic,2009,4116
Syrian Arab Republic,2008,4376
Syrian Arab Republic,2007,4279
Syrian Arab Republic,2006,5030
Syrian Arab Republic,2005,5467
Syrian Arab Republic,2004,4535.6
Syrian Arab Republic,2003,4799
Syrian Arab Republic,2002,5956
Syrian Arab Republic,2001,5466
Syrian Arab Republic,2000,4906
Syrian Arab Republic,1999,5201
Syrian Arab Republic,1998,5237
Syrian Arab Republic,1997,5250
Syrian Arab Republic,1996,5158
Syrian Arab Republic,1995,4993
Syrian Arab Republic,1994,5019
Syrian Arab Republic,1993,5028
Syrian Arab Republic,1992,5246
Syrian Arab Republic,1991,5731
Syrian Arab Republic,1990,5390
T.F.Yug.Rep. Macedonia,2014,0
T.F.Yug.Rep. Macedonia,2013,20.745
T.F.Yug.Rep. Macedonia,2012,97.071
T.F.Yug.Rep. Macedonia,2011,245.553
T.F.Yug.Rep. Macedonia,2010,259.638
T.F.Yug.Rep. Macedonia,2009,361.869
T.F.Yug.Rep. Macedonia,2008,360.68
T.F.Yug.Rep. Macedonia,2007,402.023
T.F.Yug.Rep. Macedonia,2006,327
T.F.Yug.Rep. Macedonia,2005,295
T.F.Yug.Rep. Macedonia,2004,282
T.F.Yug.Rep. Macedonia,2003,343
T.F.Yug.Rep. Macedonia,2002,254
T.F.Yug.Rep. Macedonia,2001,282
T.F.Yug.Rep. Macedonia,2000,377
T.F.Yug.Rep. Macedonia,1999,249
T.F.Yug.Rep. Macedonia,1998,290
T.F.Yug.Rep. Macedonia,1997,174
T.F.Yug.Rep. Macedonia,1996,333
T.F.Yug.Rep. Macedonia,1995,48
T.F.Yug.Rep. Macedonia,1994,42
T.F.Yug.Rep. Macedonia,1993,446
T.F.Yug.Rep. Macedonia,1992,440
Tajikistan,2014,15
Tajikistan,2013,13
Tajikistan,2012,10.9
Tajikistan,2011,9.6
Tajikistan,2010,11.7
Tajikistan,2009,9.1
Tajikistan,2008,10.2
Tajikistan,2007,8.3
Thailand,2014,5328
Thailand,2013,5557
Thailand,2012,6393
Thailand,2011,6074
Thailand,2010,6266
Thailand,2009,7188
Thailand,2008,7174
Thailand,2007,7333
Thailand,2006,6578
Thailand,2005,6409
Thailand,2004,6335.0427
Thailand,2003,5947
Thailand,2002,5867
Thailand,2001,6290
Thailand,2000,6873
Thailand,1999,7715
Thailand,1998,7631
Thailand,1997,8570
Thailand,1996,8239
Thailand,1995,5905
Thailand,1994,5703
Thailand,1993,4686
Thailand,1992,4270
Thailand,1991,3449
Thailand,1990,3388
Trinidad and Tobago,2014,2588
Trinidad and Tobago,2013,2897
Trinidad and Tobago,2012,2297
Trinidad and Tobago,2011,2461
Trinidad and Tobago,2010,2210
Trinidad and Tobago,2009,2547
Trinidad and Tobago,2008,2624
Trinidad and Tobago,2007,2884
Trinidad and Tobago,2006,2888
Trinidad and Tobago,2005,3161
Trinidad and Tobago,2004,2954
Trinidad and Tobago,2003,3228
Trinidad and Tobago,2002,3096
Trinidad and Tobago,2001,3481
Trinidad and Tobago,2000,3284
Trinidad and Tobago,1999,3170
Trinidad and Tobago,1998,3185
Trinidad and Tobago,1997,2497
Trinidad and Tobago,1996,2535
Trinidad and Tobago,1995,2113
Trinidad and Tobago,1994,2520
Trinidad and Tobago,1993,2501
Trinidad and Tobago,1992,2614
Trinidad and Tobago,1991,2957
Trinidad and Tobago,1990,2249
Tunisia,2014,563
Tunisia,2013,551
Tunisia,2012,612
Tunisia,2011,251
Tunisia,2010,94
Tunisia,2009,607
Tunisia,2008,668
Tunisia,2007,646
Tunisia,2006,604
Tunisia,2005,609
Tunisia,2004,595
Tunisia,2003,609
Tunisia,2002,604
Tunisia,2001,596
Tunisia,2000,653
Tunisia,1999,625
Tunisia,1998,631
Tunisia,1997,646
Tunisia,1996,643
Tunisia,1995,645
Tunisia,1994,581
Tunisia,1993,450
Tunisia,1992,422
Tunisia,1991,527
Tunisia,1990,580
Turkey,2014,3837
Turkey,2013,3013
Turkey,2012,1567
Turkey,2011,2492
Turkey,2010,2780
Turkey,2009,3012
Turkey,2008,5363
Turkey,2007,6369
Turkey,2006,7271
Turkey,2005,7208
Turkey,2004,7845
Turkey,2003,8038
Turkey,2002,7970
Turkey,2001,8456
Turkey,2000,8022
Turkey,1999,8379
Turkey,1998,8213
Turkey,1997,8790
Turkey,1996,8952
Turkey,1995,9415
Turkey,1994,8620
Turkey,1993,9283
Turkey,1992,8902
Turkey,1991,8905
Turkey,1990,8723
Turkmenistan,2014,1690
Turkmenistan,2013,1760
Turkmenistan,2012,2160
Turkmenistan,2011,2230
Turkmenistan,2010,2200
Turkmenistan,2009,2040
Turkmenistan,2008,2080
Turkmenistan,2007,2100
Turkmenistan,2006,2160
Turkmenistan,2005,2200
Turkmenistan,2004,2240
Turkmenistan,2003,2235
Turkmenistan,2002,1970
Turkmenistan,2001,1719
Turkmenistan,2000,1480
Turkmenistan,1999,1556
Turkmenistan,1998,1578
Turkmenistan,1997,1600
Turkmenistan,1996,1301
Turkmenistan,1995,1139
Turkmenistan,1994,1246
Turkmenistan,1993,1234
Turkmenistan,1992,1667
Ukraine,2014,516
Ukraine,2013,658
Ukraine,2012,790
Ukraine,2011,2181
Ukraine,2010,2464
Ukraine,2009,2600
Ukraine,2008,2460
Ukraine,2007,3477
Ukraine,2006,3836
Ukraine,2005,5889
Ukraine,2004,7766
Ukraine,2003,7970
Ukraine,2002,7330
Ukraine,2001,5479
Ukraine,2000,3192
Ukraine,1999,3918
Ukraine,1998,4542
Ukraine,1997,4326
Ukraine,1996,5141
Ukraine,1995,6910
Ukraine,1994,8082
Ukraine,1993,9259
Ukraine,1992,17678
United Arab Emirates,2014,1433
United Arab Emirates,2013,2793
United Arab Emirates,2012,1935
United Arab Emirates,2011,2037
United Arab Emirates,2010,3053
United Arab Emirates,2009,2366
United Arab Emirates,2008,907
United Arab Emirates,2007,1102
United Arab Emirates,2006,1173
United Arab Emirates,2005,1299
United Arab Emirates,2004,1291
United Arab Emirates,2003,1173
United Arab Emirates,2002,1704
United Arab Emirates,2001,1985
United Arab Emirates,2000,2028
United Arab Emirates,1999,2011
United Arab Emirates,1998,2938
United Arab Emirates,1997,13129
United Arab Emirates,1996,13066
United Arab Emirates,1995,2403
United Arab Emirates,1994,2403
United Arab Emirates,1993,2185
United Arab Emirates,1992,2125
United Arab Emirates,1991,2052
United Arab Emirates,1990,1822
United Kingdom,2014,5408
United Kingdom,2013,6574
United Kingdom,2012,7504
United Kingdom,2011,7907
United Kingdom,2010,7525
United Kingdom,2009,8640
United Kingdom,2008,11199
United Kingdom,2007,11452
United Kingdom,2006,12277
United Kingdom,2005,11728
United Kingdom,2004,12988
United Kingdom,2003,11517
United Kingdom,2002,10551
United Kingdom,2001,11912
United Kingdom,2000,11621
United Kingdom,1999,12195
United Kingdom,1998,13476
United Kingdom,1997,14062
United Kingdom,1996,13779
United Kingdom,1995,13287
United Kingdom,1994,13826
United Kingdom,1993,15539
United Kingdom,1992,14651
United Kingdom,1991,15422
United Kingdom,1990,15825
United Rep. of Tanzania,1999,145
United Rep. of Tanzania,1998,149
United Rep. of Tanzania,1997,141
United Rep. of Tanzania,1996,182
United Rep. of Tanzania,1995,210
United Rep. of Tanzania,1994,245
United Rep. of Tanzania,1993,242
United Rep. of Tanzania,1992,240
United Rep. of Tanzania,1991,238
United Rep. of Tanzania,1990,235
United States,2014,23820
United States,2013,26057
United States,2012,27696
United States,2011,29529
United States,2010,34054
United States,2009,34740
United States,2008,36470
United States,2007,39493
United States,2006,37666
United States,2005,37180
United States,2004,38916
United States,2003,39219
United States,2002,35879
United States,2001,43041
United States,2000,42576
United States,1999,43213
United States,1998,45395
United States,1997,42207
United States,1996,43192
United States,1995,46311
United States,1994,50048
United States,1993,50958
United States,1992,54262
United States,1991,56387
United States,1990,58694
Uruguay,2014,355.6
Uruguay,2013,372.3
Uruguay,2012,414.1
Uruguay,2011,306.9
Uruguay,2010,461.8
Uruguay,2009,512.7
Uruguay,2008,524.7
Uruguay,2007,368.2
Uruguay,2006,381
Uruguay,2005,505
Uruguay,2004,518
Uruguay,2003,448
Uruguay,2002,392
Uruguay,2001,506
Uruguay,2000,621
Uruguay,1999,459
Uruguay,1998,555
Uruguay,1997,474
Uruguay,1996,587
Uruguay,1995,496
Uruguay,1994,0
Uruguay,1993,143
Uruguay,1992,404
Uruguay,1991,322
Uruguay,1990,367
USSR (former),1991,165860
USSR (former),1990,169041
Uzbekistan,2014,198
Uzbekistan,2013,228
Uzbekistan,2012,278
Uzbekistan,2011,456
Uzbekistan,2010,508
Uzbekistan,2009,499
Uzbekistan,2008,526
Uzbekistan,2007,740
Uzbekistan,2006,1080
Uzbekistan,2005,1180
Uzbekistan,2004,1420
Uzbekistan,2003,1925
Uzbekistan,2002,1675
Uzbekistan,2001,1700
Uzbekistan,2000,1700
Uzbekistan,1999,1750
Uzbekistan,1998,1977
Uzbekistan,1997,1979
Uzbekistan,1996,2181
Uzbekistan,1995,2082
Uzbekistan,1994,1314
Uzbekistan,1993,1428
Uzbekistan,1992,1595
Venezuela (Bolivar. Rep.),2014,14100
Venezuela (Bolivar. Rep.),2013,13877
Venezuela (Bolivar. Rep.),2012,15828
Venezuela (Bolivar. Rep.),2011,16733
Venezuela (Bolivar. Rep.),2010,14139
Venezuela (Bolivar. Rep.),2009,16300
Venezuela (Bolivar. Rep.),2008,15453
Venezuela (Bolivar. Rep.),2007,10327
Venezuela (Bolivar. Rep.),2006,12457
Venezuela (Bolivar. Rep.),2005,11963
Venezuela (Bolivar. Rep.),2004,14486
Venezuela (Bolivar. Rep.),2003,12841.4055
Venezuela (Bolivar. Rep.),2002,12758.7844
Venezuela (Bolivar. Rep.),2001,14032.2887
Venezuela (Bolivar. Rep.),2000,13938.27161
Venezuela (Bolivar. Rep.),1999,11116.80912
Venezuela (Bolivar. Rep.),1998,10893
Venezuela (Bolivar. Rep.),1997,9974
Venezuela (Bolivar. Rep.),1996,13050
Venezuela (Bolivar. Rep.),1995,12815
Venezuela (Bolivar. Rep.),1994,15445
Venezuela (Bolivar. Rep.),1993,15995
Venezuela (Bolivar. Rep.),1992,14859
Venezuela (Bolivar. Rep.),1991,16719
Venezuela (Bolivar. Rep.),1990,14875
Viet Nam,2014,33
Viet Nam,2013,32
Viet Nam,2012,59
Viet Nam,2011,79
Viet Nam,2010,148
Viet Nam,2009,37
Viet Nam,1991,10
Viet Nam,1990,10
Yemen,2014,569
Yemen,2013,645
Yemen,2012,207
Yemen,2011,490
Yemen,2010,597
Yemen,2009,690
Yemen,2008,536
Yemen,2007,551
Yemen,2006,519
Yemen,2005,512
Yemen,2004,409
Yemen,2003,724
Yemen,2002,457
Yemen,2001,630
Yemen,2000,702
Yemen,1999,726
Yemen,1998,726
Yemen,1997,700
Yemen,1996,738
Yemen,1995,716
Yemen,1994,909
Yemen,1993,946
Yemen,1992,1782
Yemen,1991,1293
Yemen Arab Rep. (former),1990,136
"Yemen, Dem. (former)",1990,1800
"Yugoslavia, SFR (former)",1991,5400
"Yugoslavia, SFR (former)",1990,5900
Zambia,2014,88
Zambia,2013,79
Zambia,2012,82
Zambia,2011,72
Zambia,2010,79
Zambia,2009,74
Zambia,2008,60
Zambia,2007,56
Zambia,2006,50
Zambia,2005,58
Zambia,2004,69
Zambia,2003,60
Zambia,2002,70
Zambia,2001,64
Zambia,2000,3
Zambia,1999,36
Zambia,1998,96
Zambia,1997,101
Zambia,1996,49
Zambia,1995,97
Zambia,1994,90
Zambia,1993,93
Zambia,1992,92
Zambia,1991,92
Zambia,1990,90
,,
fnSeqID,,
1,,